2019-10-22,0.9125,24.75,0.75,8.125,11.125,2019-10-23,0.85,24.75,1,6.25,8,2019-10-24,0.5875,24.5,0.875,5.125,9.5,2019-10-25,0.725,24.875,1,5.625,10.5,2019-10-26,0.9,24.125,1,6.875,10,2019-10-27,0.85,24.5,1,7.125,9.25,2019-10-28,0.95,24.5,1,7.5,9.5,2019-10-29,0.65,25.5,0.75,5.75,8.75,2019-10-30,0.4,25,0,7.5,7,2019-10-31,0.55,24.75,0.25,7.5,12.75
2019-10-23,0.8125,24.75,0.625,5,7.5,2019-10-24,0.5875,24.375,1,6.125,9.875,2019-10-25,0.925,24.375,1,6.75,9.5,2019-10-26,0.9,24.125,1,6.25,9.375,2019-10-27,0.7625,24.25,1,5.875,9.25,2019-10-28,0.9375,24.5,1,6.75,9.5,2019-10-29,0.6,25.5,0.25,5.75,7.5,2019-10-30,0.775,24.25,0.5,2.25,9.75,2019-10-31,0.775,25.25,1,7.5,11.5,2019-11-01,0.575,25,0.5,8.25,11.25
2019-10-24,0.625,24.625,3.375,6.25,9.5,2019-10-25,1.0625,24.625,1,6.5,9.375,2019-10-26,0.875,24,1,6,8.75,2019-10-27,0.75,24.375,0.75,5.75,8.625,2019-10-28,0.925,25,0.875,5.75,7.625,2019-10-29,0.5,24.875,0.25,3.375,7.875,2019-10-30,0.9,24.25,0.5,9,13.25,2019-10-31,0.775,24,1,8.25,12,2019-11-01,0.825,24.5,0.75,6.25,9.25,2019-11-02,0.65,25,0.5,6.75,10
2019-10-25,0.9625,24.625,0.75,6.875,10.125,2019-10-26,0.975,24,1,6.375,9.625,2019-10-27,0.7625,24.5,1,6.25,9.125,2019-10-28,1.0375,25,1,6.375,8.75,2019-10-29,0.6125,24.625,0.125,3.375,7.5,2019-10-30,0.9125,24.625,1,9.625,13.375,2019-10-31,1.025,24.75,1,7.5,11,2019-11-01,0.825,25.25,1,8.25,12,2019-11-02,0.75,25.5,1,7.25,11.25,2019-11-03,0.75,25,1,7.75,10.75
2019-10-26,0.9,24,0.75,6.375,9.75,2019-10-27,0.825,24.625,1,6.375,9.125,2019-10-28,0.975,25.25,1,5.25,7.125,2019-10-29,0.6,25.125,0.125,4.625,9,2019-10-30,1.05,24.625,0.875,9.375,13.375,2019-10-31,0.9,24.875,1,9.125,12.625,2019-11-01,0.75,24.25,1,8.25,11.75,2019-11-02,0.7,25,1,8.75,12.75,2019-11-03,0.825,25,1,8.75,12.5,2019-11-04,0.9,25.25,1,7.5,11.5
2019-10-27,0.8125,25,0.625,4.875,7.125,2019-10-28,0.9875,25.5,1,5.125,6.375,2019-10-29,0.6625,24.625,0.125,5.125,9.25,2019-10-30,0.9625,24.75,1,9,12,2019-10-31,0.7625,24.875,1,8.625,11.75,2019-11-01,0.7125,24.125,1,8.375,11.5,2019-11-02,0.75,25.25,1,7.75,11,2019-11-03,0.775,25.25,1,8,11.75,2019-11-04,0.775,25,1,7.25,10.75,2019-11-05,0.9,24,1,8.5,12
2019-10-28,0.9125,25.5,0.5,4.25,5.875,2019-10-29,0.7375,24.625,0.375,5.5,10.875,2019-10-30,0.8875,24.5,1,8.625,11.875,2019-10-31,0.825,25,1,9.125,12.375,2019-11-01,0.775,24.5,1,8.5,12,2019-11-02,0.825,24.75,1,7.875,11.25,2019-11-03,0.8,24.5,1,7.25,10.75,2019-11-04,0.75,24,1,8.75,13.75,2019-11-05,1,24.25,1,9,12.25,2019-11-06,0.925,24,1,6.5,9
2019-10-29,0.7,24.625,0.5,7,9.875,2019-10-30,0.9375,25,1,9,12.25,2019-10-31,0.9125,25,1,9,12.125,2019-11-01,0.825,24.625,1,9,12.375,2019-11-02,0.8625,24.625,1,7.375,10.5,2019-11-03,0.7125,23.5,1,7.875,10.625,2019-11-04,0.75,23.5,1,9,12.5,2019-11-05,0.975,25.25,1,9.75,14.25,2019-11-06,1.05,25,1,7,12,2019-11-07,1.05,24.5,1,6.75,10
2019-10-30,0.8375,24.625,0.5,8.25,14.25,2019-10-31,0.8875,25.25,1,9.375,12.875,2019-11-01,0.8125,25,1,8.75,12.25,2019-11-02,0.875,25.125,1,7.625,10.375,2019-11-03,0.7625,24.625,1,7,10.125,2019-11-04,0.7375,24.125,1,9.25,12.875,2019-11-05,0.85,23.75,1,9,14.5,2019-11-06,1,23.75,1.25,10,13,2019-11-07,0.925,25,1,7.5,10.25,2019-11-08,0.775,25.25,0.75,7.25,9.75
2019-10-31,0.975,25.5,1,8.125,12.375,2019-11-01,0.8125,25,1,8.75,12.25,2019-11-02,0.8625,24.875,1,8,10.125,2019-11-03,0.725,25,0.875,6.125,9.75,2019-11-04,0.7375,24.5,0.75,7.75,10.5,2019-11-05,0.7875,24.625,1,8.5,13.375,2019-11-06,1.025,25,1,9.5,12.75,2019-11-07,0.9,24.25,1,7.5,11.25,2019-11-08,0.875,23.75,1,9.75,15,2019-11-09,1.25,23.5,1.25,10,14
2019-11-01,0.7625,25.125,0.5,7.375,12.125,2019-11-02,0.8375,25.125,1,7.875,10.125,2019-11-03,0.675,25.125,0.75,6.25,9.625,2019-11-04,0.6625,24.5,0.75,7.625,11,2019-11-05,0.825,24.5,1.125,9.75,14.75,2019-11-06,1.125,24.5,1.375,9.25,12.875,2019-11-07,0.825,24,1,6.5,10.5,2019-11-08,0.95,23.75,1.25,10.25,14.75,2019-11-09,0.975,23.5,1.25,9.75,13.75,2019-11-10,0.9,24.25,0.75,4.75,7.5
2019-11-02,0.75,25.25,0.375,6.25,10,2019-11-03,0.6375,25.125,0.875,6,8.375,2019-11-04,0.7125,24.125,0.375,6.375,10.25,2019-11-05,0.875,24.25,1,9.875,14.25,2019-11-06,1.1625,24,1.5,9.875,13.375,2019-11-07,0.8625,24.875,0.75,5.125,7.625,2019-11-08,0.7,23.5,1,8.75,13.5,2019-11-09,1.025,23,1.75,11.5,16.5,2019-11-10,1.275,23,0.75,6.25,9.5,2019-11-11,0.8,23.5,0.5,5,8.75
2019-11-03,0.6625,25,0.25,5.5,8.75,2019-11-04,0.8,24.5,0.375,8.25,13.25,2019-11-05,0.8625,24,1.625,11.375,16.25,2019-11-06,1.125,24.625,1,7.5,11,2019-11-07,1,24.375,1,7.625,10.5,2019-11-08,0.9,23.875,1.375,11,15.5,2019-11-09,0.85,22.5,1.5,10.25,15.25,2019-11-10,1.15,22,1,6.5,11.25,2019-11-11,0.925,23,0,4.75,9,2019-11-12,0.525,24,1,8.25,11.25
2019-11-04,0.8875,25.125,0.375,10.125,14.875,2019-11-05,1.0125,24.625,2,11.5,15.75,2019-11-06,1.2,24.125,1.375,8.625,13,2019-11-07,1.0375,24.375,1,9.25,12.5,2019-11-08,1.125,23.375,1,10.125,13.875,2019-11-09,0.9375,23,2,10.375,15.625,2019-11-10,1.25,23.25,1.25,4.75,10,2019-11-11,0.8,23.25,0.5,5.25,9.5,2019-11-12,0.45,23.75,0,7,11,2019-11-13,0.575,24.5,0.75,7,10.25
2019-11-05,0.9625,24.625,1,9.625,16,2019-11-06,1.1875,24.5,1.625,9.125,11.875,2019-11-07,0.85,24.125,1,6.625,10.125,2019-11-08,1,23.25,1.25,10.625,16.125,2019-11-09,1.125,23,2,11.125,14.875,2019-11-10,1.2125,23.375,1.25,6,8.125,2019-11-11,0.75,23.5,0.75,4.25,7.25,2019-11-12,0.475,23.75,0,5,8.25,2019-11-13,0.45,24.25,0,5.5,9,2019-11-14,0.575,24.25,0,6.25,12